F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,Class
0.04516601562224328,0.0371704101539813,0.02062988281124085,0.01373291015541181,0.010925292968083172,0.012756347655471414,0.013000488280456513,0.02642822265463695,0.040100097653802486,0.0670776367146559,0.01800537109265104,0.05126953124687075,0.01141357421805337,0.015319824217814951,0.024780273435987533,0.03710937499773502,0.2982788085755445,0.256835937484324,0
0.00207519531237334,0.0028686523435749113,0.0025024414060972632,0.0013427734374180436,0.0011596679686792194,0.002746582031082362,0.004516601562224328,0.06109619140252098,0.02258300781112164,0.08587646483850851,0.08666992186971009,0.05926513671513274,0.030212402341905982,0.005981445312134921,0.036315917966533454,0.03515624999785423,0.5264282226241194,0.03320312499797344,0
0.010681152343098074,0.015624999999046325,0.014526367186613381,0.015747070311538876,0.012695312499225139,0.026000976560913026,0.039489746091339734,0.08312988280742616,0.165527343739897,0.16259765624007583,0.0842285156198591,0.06463623046480492,0.027648925779562444,0.0212402343737036,0.02386474609229341,0.024963378904726354,0.08789062499463558,0.11950683593020588,0
0.003601074218530208,0.005126953124687076,0.003601074218530208,0.005493164062164724,0.005615234374657273,0.007995605468261988,0.014282226561628282,0.027648925779562444,0.04144287109122053,0.08416748046361282,0.02709960937334597,0.0622558593712002,0.013671874999165536,0.009887695311896504,0.020690917967487125,0.02642822265463695,0.5751342773086465,0.06585693358973041,0
0.006042480468381196,0.015380859374061227,0.008056640624508261,0.01489257812409103,0.011474609374299645,0.01635742187400162,0.019104003905083985,0.04516601562224328,0.09014892577574775,0.22326660154887287,0.05822753905894607,0.09234619140061363,0.015014648436583579,0.012939453124210238,0.017333984373942016,0.039367675778847186,0.17681884764545783,0.13806152342907338,0
0.024230957029771058,0.023315429686076937,0.019226074217576532,0.020019531248778106,0.01489257812409103,0.033630371091697364,0.037414550778966396,0.05908203124639392,0.06799316405835003,0.09442138671298697,0.05377197265296802,0.06036376952756568,0.029968261716920883,0.033996582029175014,0.04107666015374288,0.04138183593497425,0.12878417967963962,0.21643066404929012,0
0.04718017577837035,0.03796386718518287,0.025329589842204004,0.023437499998569488,0.017700195311419666,0.023925781248539685,0.029235839841965584,0.05859374999642372,0.10644531249350309,0.06579589843348413,0.034912109372869135,0.038452148435153065,0.02258300781112164,0.024414062498509883,0.03515624999785423,0.039367675778847186,0.10131835936881602,0.2681884765461311,0
0.01751708984268084,0.02142333984244242,0.020019531248778106,0.01556396484280005,0.014038085936643184,0.02502441406097263,0.041992187497437,0.09405517577550933,0.1341552734293118,0.14270019530379027,0.06445312499606609,0.060424804683811964,0.023925781248539685,0.028503417967010287,0.026550292967129498,0.03448486327914521,0.08172607421376184,0.15344238280313463,0
0.007995605468261988,0.006103515624627471,0.0032348632810525594,0.0021362304686196147,0.0024414062498509886,0.005676269530903548,0.0068969726558290425,0.01635742187400162,0.027404785154577345,0.10150146483755484,0.02203369140490517,0.05065917968440801,0.0072631835933066905,0.005859374999642372,0.01232910156174749,0.01556396484280005,0.6511840819915049,0.05535888671537116,0
0.06182861327747628,0.05517578124663234,0.03271484374800324,0.026000976560913026,0.021301269529949873,0.025451660154696555,0.0260620117171593,0.036499023435272275,0.0533447265592441,0.046325683590922505,0.023620605467308313,0.02838134765451774,0.021667480467427523,0.02667236327962205,0.03588867187280953,0.04565429687221348,0.06866455077705905,0.36474609372773764,0
