F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,Class
7.626633828358441,-4.835421793609153,-1.64398475400541,8.894792325310828,-3.328178759687701,-2.2139159800611767,-0.9558113842179268,-0.5931101253011342,2.0903333268636635,1.6051621510354965,-2.6653874337402845,-0.03036864772236159,-1.4600912692282528,-1.5892165172387152,3.0062880472401674,0.29461537739195975,2.009013971567411,-1.232637016369673,-1.541225608865163,0.7836969351839533,-1.4209365023288474,-0.15685867728590974,-1.0874309186116764,1.340474761961778,-2.2550432188726743,-0.4220277440044293,0.1098943232617815,-0.19616612008030854,0.026566812526492078,-1.492384180467457,0
7.725432792973308,9.37814606376036,-4.12842446545093,-11.924264928792699,-0.2939159464805771,-3.5401285804540477,6.161660389768307,-19.760613787898603,-2.7496701573646396,1.3294330623030854,-0.38849543662235553,1.7821369056877954,-1.1834164015578725,4.940677410548484,-2.241737968128839,2.9940845805645884,-2.5465153928384585,-0.9028995452107966,3.026637455821494,5.752259366322938,-2.5561246361259413,1.9756894186944216,1.5858124912300189,2.1079108670882065,-2.862830269385036,0.9556927646316151,-1.6590970046719145,0.20612527348872278,-3.844506491944583,0.4623811064981453,0
-5.4377937417186955,0.3534026415260275,-2.0189139380751953,-3.5024949583802267,0.4207449506822355,-7.188711689479162,-3.3929857896427564,0.07479526931989255,0.7681594055145553,-3.6974505308443026,3.7696963502109924,3.9401132662156315,-1.4097059765472129,-0.14332058459328237,1.9083315373856655,3.2369289768804665,0.6182408977615119,-0.5354614242526659,2.825974246485889,-1.9937874123910693,3.3791909564633498,-0.19328365786811247,1.4458979584527278,-1.2103204305200084,-1.6359401049404019,0.34958618842333833,-3.734831258492164,-2.2126401092369044,2.5444294430017824,1.1917746948252035,0
3.2346040944219308,4.670557118201884,-2.068338173491084,2.6910314538945617,3.3237891578831182,-5.495320759294972,-5.937590306948871,0.8473347527241533,1.8147517422605952,-3.3633880108750747,-4.676883445673136,-2.9324364359302146,-0.5820770357636814,4.4956627207190945,1.3405573105443498,2.9000976724866967,1.4778325785014976,-1.495522223730244,-6.280689738672998,-0.6261822090294763,-1.115861039246264,1.6720551665562835,3.159507352801738,-0.2583507339855838,-2.951989413389341,0.9415590929054378,1.175709527325896,2.726259841465186,2.974296420125447,-0.6624128503212687,0
-0.818626717650661,-4.8815907746499585,3.7166957699577288,-12.17883501432114,-7.65806995397934,-11.506876745949693,-4.311281912225983,-4.276045455578024,-0.32949397793243906,2.861940496206716,2.1054824936530876,-0.33384270279251654,-0.16789163217961914,1.1643597139555038,0.5956769989174542,-1.6413173910847223,-1.4718680800233945,-1.7224444142968791,4.4319625756972165,-0.5424910169638818,2.8593084440211807,-3.0471278748947594,-0.839542295753995,-0.5523515985353287,0.6500868399177376,1.5739890164745323,-2.838490568064732,0.9096826188038256,3.2218982006677224,-0.18261019494708544,0
-2.2349691703725827,-3.1779776791209375,-0.5798228845934186,-1.9695747898989993,-5.460793399758487,-2.8401943227389492,2.613087344547991,1.4265327068907596,2.4842694518421626,-6.633717356801347,-2.3417714926947424,2.54648266250229,-3.0619286975496927,-4.392502568804262,1.27520402831275,-1.0146987389851985,1.236544936675577,3.7912080676421107,6.043589140719271,2.9025206597967874,1.7648416237293068,-1.05140045541513,3.2564779373027237,2.29285234771004,0.5185509115910022,-1.9724350318886381,2.508500634851279,-3.7764124148185654,-5.907379550150699,4.241969773470642,0
-4.983275596905782,-3.1181228724143173,-6.739537702294903,0.8767376532444107,1.0250176637113,10.715876405685602,-2.267721859312884,0.1571114351582593,1.8132476497353274,-3.42699450200566,-2.8789365534051954,-2.893103432762133,4.694784353041476,-3.826648269939797,1.8004622219811333,-3.2568622730970493,-0.8310562143348196,-1.0296577623076346,1.1406037895518104,0.3309242476029967,2.045063813128833,0.7706701384080771,-1.9757314919674471,-5.124500167278098,3.3895243548483247,0.404198990367584,1.0190024582872168,0.3358533807351222,-1.909731815192217,2.3074447843676738,0
11.353186997107255,-0.4930622297805991,-6.760736376910362,-6.4760942052772466,-0.8412981573096742,-7.892448563829352,3.217612737115555,4.455981157634674,0.22184008802805627,-3.43883824739969,-5.061084601785609,-4.346182605549419,-7.87076096358237,1.73388216665335,1.9493661419348804,1.5133170703386274,-2.571101647219184,-0.4482579264887606,4.277398092200113,-2.8858530766633113,0.6006859825477221,3.7200626243866184,-1.400618831094355,1.004683532386933,-2.5101971398876293,2.4418430266562985,-0.4448107386757853,0.27754152427259693,0.29888692369919984,0.8204588978843472,0
-13.475068018266102,9.099707262688721,3.740738132187211,9.520417441957232,-4.268322873702383,-7.137015654040339,-4.6815548059893155,-3.0360988169732055,-0.784794406262338,-1.0415941153532176,-0.8129654956750063,-2.2736129132122205,3.1752132920683738,-0.14981061021992534,3.0187476135091784,-2.545492479852497,-1.9521151756782016,-2.0573537777099484,1.2419594538608485,3.1800199392996444,3.3433278027701774,2.902460595961153,-1.6822062922898415,-1.1615563275803344,2.332937310591447,-0.23511856933384975,-3.353504693783374,2.576041068228485,-0.18506379081618174,1.4661107542238185,0
3.857311904037665,-9.06434179833662,-7.137012392827697,-3.5987355012390054,0.903272978151813,-3.074207551003087,-1.917691104920013,2.3673523078150382,1.3992095377420712,-2.705851196552595,1.2137549846415545,0.1917916773557386,2.0459534957353807,1.2776032314560057,1.0029699577341618,0.6874179443396514,0.8714905133662906,1.4356828331085725,-0.4917472946218246,-0.9010299333793214,-0.4221300143540328,1.333223219012776,2.285033598653836,2.2171434660122524,1.273974857013047,-1.8291585774877293,-1.138456281421152,-0.487216750137466,-0.6623075038151005,0.2161931511868038,0
-10.096837284051377,1.8671282212122586,-6.251953427383352,0.5557732524468078,-2.6996126570943786,-1.438347279368785,3.740330976864922,2.8343737922132606,-0.7314716025331217,-0.815076163902209,-0.41461079555375635,3.619386339870645,1.7203525675276534,1.8785963860993993,-0.8991066978711652,-0.5415749336368896,0.31846426662560356,-1.0190836599969755,-0.26448494086125107,-1.5167742721348532,0.9385062796776574,0.5084028083101181,0.661503564036621,3.7723379861647706,0.5267841235993881,-0.055131122191207006,0.33078839044519437,0.5600170554174407,0.013938419167912545,-0.2397645433281169,0
-3.2176820073950747,-1.398920764059889,3.2311114673339416,6.030855334125974,4.842600159920034,-1.408809394417033,1.3050023989963895,0.15816873310940388,3.25213910033561,-1.33511042185616,-1.225683978611348,-3.2435180530017527,1.1405702771337871,-0.28809650257788477,0.720091116823952,-0.6555873581838795,2.6130648016387257,1.6971521787009227,-1.5025547168863238,0.15847399414012883,3.3106423880710003,-1.8785766078761141,4.4140693486571605,1.2540733728532043,-0.3256333409625617,-0.6743448729265479,-1.4336812311995801,-1.247226596659278,0.02113839805000492,-0.7160861237011404,0
7.069501633590154,-4.111611452763409,8.00495730274888,-13.177919922127296,0.6569411758906065,3.0082419252594192,2.642396146500102,2.253895869149742,-0.2965910099502753,3.094660470032351,-0.9721919646434851,1.453589043880449,-4.919189652292858,6.624153666072862,-0.2671952267221409,-0.737764350673428,-1.2900727160293164,-5.7224304651530655,-0.8492475777958659,2.9869199500726635,4.9450711716320965,-0.8226204148580488,2.0710816560214322,-0.7192261803612513,0.44951239636194223,2.112213445706699,0.8425784677804076,0.13841598913541178,-0.37514654895573935,1.2032891682675888,0
11.353186997107255,-0.4930622297805991,-6.760736376910362,-6.4760942052772466,-0.841298157309674,-7.892448563829352,3.217612737115559,4.455981157634676,0.22184008802805835,-3.4388382473996715,-5.061084601785599,-4.3461826055494255,-7.8707609635823585,1.7338821666533428,1.9493661419348731,1.5133170703386243,-2.571101647219189,-0.4482579264887517,4.277398092200141,-2.8858530766632824,0.6006859825477487,3.720062624386664,-1.4006188310942185,1.0046835323870258,-2.5101971398876586,2.4418430266563083,-0.4448107386758095,0.27754152427249346,0.2988869236991967,0.8204588978843668,0
-3.072345561640696,4.31830163319023,0.1534722358617828,-6.161268311495658,-0.7479986520508618,-6.83722043372804,7.186168795609842,-3.5668662615717683,1.7874528977262791,4.353320468226723,-5.525344144037441,4.189275639927055,5.10468413335333,6.600538718265817,-2.206142587309546,-1.7654570344240357,3.8939197652896165,-3.1587740539257423,4.067439563268013,-7.179442767243687,3.014377477784736,2.578424611314004,2.2876697971252726,-1.3248300196873248,0.8033456282095861,0.2980361781134163,0.07072352535262551,0.46124987747855123,1.9572777153690721,-0.4141210429671945,0
